month,year,state,Deaths, Cases,so2,no2,rspm/pm,precipitation,population density, Number of Rural Hospitals (Govt.),Number of Urban Hospitals (Govt.),Birth Rate,% with toilets,Humidity,Average temp
Aug,2016,Tripura,0.0,27.0,37.19284233191145,10.219211391535758,65.86287318703613,372.3,355.7794832063755,18.0,22.406430310265574,26.206543060734198,49.982653354768864,89.94425669693226,23.773352836183747
Sep,2016,Tripura,0.0,52.0,36.14289440656648,8.797649545403745,78.21570296940828,300.9,360.45620278055935,18.0,22.105197187748043,15.859903402231588,49.81887179045931,81.37659944591996,23.53630811248555
Oct,2016,Tripura,0.0,11.0,37.902139453990316,13.248270287659018,104.17652621559813,69.6,357.60461737639116,18.0,21.62600285248632,17.004984717084007,51.435471780340364,83.03864260999609,21.560506507853926
Nov,2016,Tripura,0.0,5.0,37.06854033525588,11.565741774251439,149.99600215519496,3.3,356.8128391497513,18.0,22.509041816798643,16.559331897247727,52.814869287896606,73.49170335942947,17.780351641655294
Dec,2016,Tripura,0.0,3.0,36.01983245084182,12.3457342762814,172.19030005705437,0.1,355.90208542466775,18.0,21.381610742330455,15.71023655381896,49.8479795612814,65.86953615646448,13.741071225774597
Jan,2016,Uttar Pradesh,0.0,83.0,10.165545426201021,31.878113201289302,198.55855058188124,95.9,845.83323647917,515.0,347.4430992112503,27.507428291947587,72.1021225280158,56.81362419741068,14.27227481747262
Feb,2016,Uttar Pradesh,0.0,55.0,10.692487418232483,32.899273023461944,191.43271436661112,55.3,842.0675110709437,515.0,347.29092213512615,29.257356073700315,69.7266615301377,47.419347322492584,19.24580936880037
Mar,2016,Uttar Pradesh,0.0,27.0,11.490655080517845,28.43989304926947,164.5859684024024,38.6,829.0823863496798,515.0,347.8550135645369,36.810298611864695,70.5743293428822,50.03807458189863,24.571559489965786
Apr,2016,Uttar Pradesh,0.0,27.0,11.72641369303917,30.28587900639941,177.26126547580145,7.1,837.6332029704053,515.0,346.77811339501875,28.820276559818875,73.0908743733514,30.141955149406,31.348916653272934
May,2016,Uttar Pradesh,0.0,55.0,10.377602514057223,26.90448506447372,192.09666672808584,21.8,843.5782779475278,515.0,346.1953343429773,36.84283587791772,72.3630856473587,18.189487476697053,37.10116022141392
Jun,2016,Uttar Pradesh,0.0,110.0,11.369082756730949,29.219972131148033,170.52139167203237,69.6,829.5918236623879,515.0,347.2967285146956,35.76516962970786,69.48472234831267,37.82374957462081,36.30564940642535
Jul,2016,Uttar Pradesh,0.0,263.0,10.365952431466111,26.698120267732936,143.95752329892906,377.6,841.7162933489294,515.0,347.1263624731018,37.112977807698854,71.74580456153801,66.10309310673856,32.54158638514526
Aug,2016,Uttar Pradesh,3.0,679.0,11.501370698298684,28.484068617427223,138.81086131810608,218.5,830.4748541009757,515.0,346.82601007297103,30.487135219770867,73.05907869038347,58.65176359593313,31.468415678460655
Sep,2016,Uttar Pradesh,1.0,1275.0,10.396447553513045,28.939228304838032,164.82892146622734,190.6,832.341515826145,515.0,346.2115693254815,27.42741029136861,71.171473706786,55.21323578227235,30.35754389658608
Oct,2016,Uttar Pradesh,4.0,291.0,12.007422257600991,30.21367758868302,196.3378759848876,89.2,839.4092553962766,515.0,346.6438287243523,34.86984156346256,68.5821068692747,41.98031641871926,27.807422688935425
Nov,2016,Uttar Pradesh,1.0,124.0,11.329213118972392,33.43091193485983,226.24338260369953,0.0,835.7080897657288,515.0,346.73950822952014,37.71706821471403,72.77906480033398,49.071308941373395,24.1146318844824
Dec,2016,Uttar Pradesh,0.0,97.0,13.12160704387091,33.40455936164232,230.10787787362858,24.2,836.271298985601,515.0,347.3892258998067,35.76076227450436,68.43250290106111,40.50246435324024,18.12524765855859
Jan,2016,Uttarakhand,0.0,22.0,25.91674005124673,30.404427194826287,155.35205862493171,45.9,197.65423315686402,666.0,30.981121147302993,29.00770285144859,34.64380995725895,52.33401505540427,8.961839211717868
Feb,2016,Uttarakhand,0.0,15.0,25.40720630020392,30.503171099791768,154.41463815020745,99.9,196.6834615453569,666.0,30.13334429219916,24.550520665634473,33.66501587725861,56.5044342734935,12.130314613282021
Mar,2016,Uttarakhand,0.0,7.0,27.591092974309895,30.785109319358924,154.72031237494383,68.4,193.54823735118248,666.0,29.69642028511951,29.49469947666863,35.3023657738968,51.067512857011245,16.75258421847933
Apr,2016,Uttarakhand,0.0,7.0,27.171503189935503,30.88176512620943,158.04575214215257,37.6,189.4428514091657,666.0,30.391294869296072,20.849792534520677,34.918963887569994,38.88361395575836,21.694802112853786
May,2016,Uttarakhand,0.0,15.0,28.204017847809386,31.566400208392377,160.68939496154954,52.9,201.59609109604358,666.0,29.78521655477195,28.179407814383403,35.76179062958648,36.1585395705477,27.984355119890296
Jun,2016,Uttarakhand,0.0,30.0,26.531424465672913,29.990577533652623,148.5048543305716,62.9,201.59596890541133,666.0,30.826031281497013,20.836722124751336,37.34369847444744,49.862588872445926,27.34171772754656
Jul,2016,Uttarakhand,0.0,72.0,25.999510559409188,33.91113773362175,113.50855443375004,462.7,191.8277616155835,666.0,29.320566591779862,25.236338919886247,38.225491558696056,77.16776900463293,24.617088440916557
Aug,2016,Uttarakhand,0.0,186.0,25.144480639718463,32.34524560851376,117.53825251208967,264.2,194.19436539027987,666.0,30.60913397536231,31.485878921717706,35.84722890024941,84.43329961897153,23.75862588714039
Sep,2016,Uttarakhand,0.0,350.0,25.298010304250102,31.56711011539047,127.1845378758361,107.9,190.86645931361926,666.0,29.652992128124712,19.936876042303382,34.21547498595899,65.42721168701306,22.338872955402007
Oct,2016,Uttarakhand,1.0,79.0,26.893709599275624,28.233255657047334,143.44460077854822,40.8,200.39262915840317,666.0,29.80924893857107,27.517525082511007,36.91215697795088,57.45110572141657,19.260958775317228
Nov,2016,Uttarakhand,0.0,34.0,26.42306850953915,29.53618533367232,163.79672549181737,0.0,195.13987228083658,666.0,29.846516961516045,28.455097264927602,36.038754835528245,48.844507707139186,15.538905978283632
Dec,2016,Uttarakhand,0.0,26.0,27.288397820389477,29.758653053149814,139.11851011660153,44.3,195.86303198713492,666.0,30.404385781139244,24.611757359806436,33.22531779888173,54.87728076645062,10.624762914121451
Jan,2016,West Bengal,0.0,1015.0,66.84511432096527,161.25844978017486,57.949215984576,0.7,1028.2314778123857,1272.0,294.01505662101647,28.60061663516352,50.56693475950658,54.17964322981186,20.618244683255014
Feb,2016,West Bengal,0.0,677.0,67.81180082955788,143.29168145255682,66.65352081303561,41.9,1034.531119339367,1272.0,295.10838030213625,26.937158243489904,50.221116345480226,52.107038507728696,23.163189155572503
Mar,2016,West Bengal,0.0,338.0,47.299329539488674,116.02412290302978,63.21723396973358,18.8,1034.3113643861018,1272.0,295.8242604019379,27.040356910198874,50.24829295038533,55.0067485730442,27.57915042311984
Apr,2016,West Bengal,0.0,338.0,39.90602003234241,91.86387810078762,62.60672068585493,1.7,1032.2405027486893,1272.0,294.26405131316807,16.27948609305351,54.30921383585568,58.50844645121183,30.05162956856147
May,2016,West Bengal,0.0,677.0,39.88860770615641,88.08956175707301,57.862280539437826,120.3,1030.751900629002,1272.0,294.62040331976135,24.035773424766408,53.1725362743507,71.8436493038009,32.10142495535759
Jun,2016,West Bengal,0.0,1354.0,36.51253295465883,77.80044037186371,68.92788396972017,182.6,1038.8913649834335,1272.0,295.3540852839271,27.30945745754495,52.68224099397893,71.26276665593271,31.739173539219355
Jul,2016,West Bengal,0.0,3216.0,36.797095388799676,65.60764116228272,70.77060129009053,300.6,1028.9483931923146,1272.0,295.0719907312083,28.027599911395882,50.096958450189454,79.60697936925347,29.838946490173882
Aug,2016,West Bengal,1.0,8293.0,36.53051997319997,64.5987893099711,68.9328177490698,295.9,1030.4074638215714,1272.0,295.9038284637417,23.114379023722343,52.41711038861821,82.76556929240616,29.31826061663607
Sep,2016,West Bengal,1.0,15572.0,36.889042601847194,80.98167133609383,35.05399528074298,222.4,1044.7360063374938,1272.0,295.87376840561365,17.522921602995858,51.059132401210974,83.34819090505152,29.338465764160368
Oct,2016,West Bengal,5.0,3554.0,48.739472389406295,107.39637531834572,65.21609424558841,56.3,1028.2431903057136,1272.0,295.3469459977168,17.28955666737905,52.83325860994191,65.31659013112014,27.295383196464826
Nov,2016,West Bengal,2.0,1523.0,55.25389306175932,160.73179182440165,56.59265288462169,0.1,1036.3976696027726,1272.0,295.51262968905905,24.363428571326775,53.07629359825496,59.93445515621319,24.487870692379115
Dec,2016,West Bengal,1.0,1184.0,51.79559773969623,160.53409621860803,63.91826404283719,0.5,1040.7204838916798,1272.0,295.20115487426705,18.268214413159125,54.654357173788945,54.05238190609213,22.462095402961616
